country	year	gini_index
XN	1989	0.7304077308105781
XN	1988	0.7304077308105781
XN	1987	0.7304077308105781
XN	1986	0.7304077308105781
XN	1985	0.7304077308105781
XN	1984	0.7304077308105781
XN	1983	0.7304077308105781
XN	1982	0.7304077308105781
XN	1981	0.7304077308105781
XN	1980	0.729167999714
XR-MER	2016	0.5452967943431193
XR-MER	2015	0.5452967943431193
XR-MER	2014	0.5470025191911181
XR-MER	2013	0.560516347521862
XR-MER	2012	0.548489295975275
XR-MER	2011	0.5663927318788129
XR-MER	2010	0.5617332694937921
XR-MER	2009	0.587742942316685
XR-MER	2008	0.6102453650063459
XR-MER	2007	0.5977988192526171
XR-MER	2006	0.5952085261501412
XR-MER	2005	0.583322157318264
XR-MER	2004	0.5896523676838592
XR-MER	2003	0.5964861626014679
XR-MER	2002	0.5916791871983127
XR-MER	2001	0.6045073728110599
XR-MER	2000	0.595255588089608
XR-MER	1999	0.580122039196491
XR-MER	1998	0.565390713432085
XR-MER	1997	0.5940498366195421
XR-MER	1996	0.637115192549689
XR-MER	1995	0.567021885918275
XR-MER	1994	0.5405818263314441
XR-MER	1993	0.4625177449721277
XR-MER	1992	0.43266246576841083
XR-MER	1991	0.31911907644529747
XR-MER	1990	0.30914082646614693
XR-MER	1989	0.2961598233956215
XR-MER	1988	0.28116176557935224
XR-MER	1987	0.2818633393056065
XR-MER	1986	0.2823607660921722
XR-MER	1985	0.28291220822029883
XR-MER	1984	0.28194231723560015
XR-MER	1983	0.28101378454770076
XR-MER	1982	0.28010307701480186
XR-MER	1981	0.2790835763404992
XR-MER	1980	0.278175999752
XR	2016	0.5452967943431193
XR	2015	0.5452967943431193
XR	2014	0.5470025191911181
XR	2013	0.560516347521862
XR	2012	0.548489295975275
XR	2011	0.5663927318788129
XR	2010	0.5617332694937921
XR	2009	0.587742942316685
XR	2008	0.6102453650063459
XR	2007	0.5977988192526171
XR	2006	0.5952085261501412
XR	2005	0.583322157318264
XR	2004	0.5896523676838592
XR	2003	0.5964861626014679
XR	2002	0.5916791871983127
XR	2001	0.6045073728110599
XR	2000	0.595255588089608
XR	1999	0.580122039196491
XR	1998	0.565390713432085
XR	1997	0.5940498366195421
XR	1996	0.637115192549689
XR	1995	0.567021885918275
